Round,FirmID,Price,Quantity,Profit
1,1,10.0,100.00000000010002,800
1,2,7.0,1000.0000000010001,5000
2,1,9.0,300.0000000003,2100
2,2,7.0,900.0000000009001,4500
3,1,8.5,400.0000000004002,2600
3,2,7.0,850.00000000085,4250
4,1,8.0,500.00000000050005,3000
4,2,7.0,800.0000000008001,4000
5,1,8.2,460.00000000046026,2852
5,2,7.0,820.00000000082,4100
6,1,8.3,540.00000000054,3402
6,2,8.0,630.0000000006302,3780
7,1,8.5,500.00000000050017,3250
7,2,8.0,650.0000000006501,3900
8,1,8.3,540.00000000054,3402
8,2,8.0,630.0000000006302,3780
9,1,8.4,520.00000000052,3328
9,2,8.0,640.0000000006401,3840
10,1,8.4,520.00000000052,3328
10,2,8.0,640.0000000006401,3840
11,1,8.5,500.00000000050017,3250
11,2,8.0,650.0000000006501,3900
12,1,8.4,520.00000000052,3328
12,2,8.0,640.0000000006401,3840
13,1,8.4,530.00000000053,3392
13,2,8.1,620.0000000006202,3782
14,1,8.4,520.00000000052,3328
14,2,8.0,640.0000000006401,3840
15,1,8.4,540.00000000054,3456
15,2,8.2,600.0000000006003,3720
16,1,8.0,630.0000000006302,3780
16,2,8.3,540.00000000054,3402
17,1,8.2,560.0000000005602,3472
17,2,8.0,620.0000000006199,3720
18,1,8.2,560.0000000005602,3472
18,2,8.0,620.0000000006199,3720
19,1,8.2,580.0000000005801,3596
19,2,8.2,580.0000000005801,3596
20,1,8.2,460.00000000046026,2852
20,2,7.0,820.00000000082,4100
21,1,86.0,-15010.00000001501,-1260840
21,2,7.9,8420.00000000842,49678
22,1,8.4,500.00000000050005,3200
22,2,7.8,680.0000000006801,3944
23,1,8.3,510.00000000051,3213
23,2,7.7,690.0000000006901,3933
24,1,8.4,480.00000000048004,3072
24,2,7.6,720.0000000007201,4032
25,1,8.3,490.00000000049,3087
25,2,7.5,730.00000000073,4015
26,1,8.4,460.00000000046003,2944
26,2,7.4,760.0000000007601,4104
27,1,8.4,470.0000000004701,3008
27,2,7.5,740.00000000074,4070
28,1,8.3,520.00000000052,3276
28,2,7.8,670.0000000006702,3886
29,1,8.5,470.0000000004702,3055
29,2,7.7,710.00000000071,4047
30,1,8.4,520.00000000052,3328
30,2,8.0,640.0000000006401,3840
31,1,8.4,520.00000000052,3328
31,2,8.0,640.0000000006401,3840
32,1,8.4,520.00000000052,3328
32,2,8.0,640.0000000006401,3840
33,1,8.4,520.00000000052,3328
33,2,8.0,640.0000000006401,3840
34,1,8.4,510.0000000005101,3264
34,2,7.9,660.00000000066,3894
35,1,8.4,510.0000000005101,3264
35,2,7.9,660.00000000066,3894
36,1,8.4,520.00000000052,3328
36,2,8.0,640.0000000006401,3840
37,1,8.4,510.0000000005101,3264
37,2,7.9,660.00000000066,3894
38,1,8.4,520.00000000052,3328
38,2,8.0,640.0000000006401,3840
39,1,8.4,520.00000000052,3328
39,2,8.0,640.0000000006401,3840
40,1,8.4,510.0000000005101,3264
40,2,7.9,660.00000000066,3894
41,1,8.0,580.00000000058,3480
41,2,7.8,640.0000000006401,3712
42,1,84.0,-14630.00000001463,-1199660
42,2,7.7,8260.00000000826,47082
43,1,8.4,490.0000000004901,3136
43,2,7.7,700.0000000007,3990
44,1,8.4,480.00000000048004,3072
44,2,7.6,720.0000000007201,4032
45,1,8.4,480.00000000048004,3072
45,2,7.6,720.0000000007201,4032
46,1,8.4,490.0000000004901,3136
46,2,7.7,700.0000000007,3990
47,1,8.4,490.0000000004901,3136
47,2,7.7,700.0000000007,3990
48,1,8.4,490.0000000004901,3136
48,2,7.7,700.0000000007,3990
49,1,84.0,-14630.00000001463,-1199660
49,2,7.7,8260.00000000826,47082
