Round,Price 1,Quantity 1,Profit 1,Price 2,Quantity 2,Profit 2
1,7.0,1000.0000000010001,5000,10.0,100.00000000010002,800
2,7.0,1100.0000000011003,5500,11.0,-100.00000000010021,-900
3,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
4,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
5,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
6,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
7,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
8,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
9,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
10,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
11,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
12,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
13,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
14,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
15,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
16,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
17,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
18,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
19,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
20,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
21,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
22,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
23,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
24,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
25,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
26,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
27,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
28,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
29,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
30,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
31,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
32,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
33,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
34,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
35,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
36,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
37,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
38,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
39,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
