Round,FirmID,Price,Quantity,Profit
1,1,10.0,400.00000000040006,3200
1,2,10.0,400.00000000040006,3200
2,1,11.0,400.00000000039984,3600
2,2,12.0,100.00000000010012,1000
3,1,11.0,300.0000000002999,2700
3,2,11.0,300.0000000002999,2700
4,1,12.0,100.00000000010012,1000
4,2,11.0,400.00000000039984,3600
5,1,10.0,500.00000000050017,4000
5,2,11.0,200.0000000001998,1800
6,1,11.0,300.0000000002999,2700
6,2,11.0,300.0000000002999,2700
7,1,10.0,500.00000000050017,4000
7,2,11.0,200.0000000001998,1800
8,1,10.0,500.00000000050017,4000
8,2,11.0,200.0000000001998,1800
9,1,10.0,500.00000000050017,4000
9,2,11.0,200.0000000001998,1800
10,1,10.0,500.00000000050017,4000
10,2,11.0,200.0000000001998,1800
11,1,10.0,500.00000000050017,4000
11,2,11.0,200.0000000001998,1800
12,1,10.0,500.00000000050017,4000
12,2,11.0,200.0000000001998,1800
13,1,10.0,500.00000000050017,4000
13,2,11.0,200.0000000001998,1800
14,1,10.0,500.00000000050017,4000
14,2,11.0,200.0000000001998,1800
15,1,10.0,500.00000000050017,4000
15,2,11.0,200.0000000001998,1800
16,1,10.0,400.00000000040006,3200
16,2,10.0,400.00000000040006,3200
17,1,10.0,400.00000000040006,3200
17,2,10.0,400.00000000040006,3200
18,1,10.0,400.00000000040006,3200
18,2,10.0,400.00000000040006,3200
19,1,10.0,400.00000000040006,3200
19,2,10.0,400.00000000040006,3200
20,1,10.0,400.00000000040006,3200
20,2,10.0,400.00000000040006,3200
21,1,10.0,400.00000000040006,3200
21,2,10.0,400.00000000040006,3200
22,1,10.0,400.00000000040006,3200
22,2,10.0,400.00000000040006,3200
23,1,10.0,400.00000000040006,3200
23,2,10.0,400.00000000040006,3200
24,1,10.0,400.00000000040006,3200
24,2,10.0,400.00000000040006,3200
25,1,10.0,400.00000000040006,3200
25,2,10.0,400.00000000040006,3200
26,1,10.0,400.00000000040006,3200
26,2,10.0,400.00000000040006,3200
27,1,9.0,600.0000000006,4200
27,2,10.0,300.0000000003,2400
28,1,9.0,700.0000000007002,4900
28,2,11.0,100.0000000000998,900
29,1,8.0,900.0000000009002,5400
29,2,11.0,-2.0816681711763322e-13,0
30,1,7.0,900.0000000009001,4500
30,2,9.0,300.0000000003,2100
31,1,8.0,800.0000000008001,4800
31,2,10.0,200.00000000020003,1600
32,1,8.0,900.0000000009002,5400
32,2,11.0,-2.0816681711763322e-13,0
33,1,8.0,800.0000000008001,4800
33,2,10.0,200.00000000020003,1600
34,1,8.0,800.0000000008001,4800
34,2,10.0,200.00000000020003,1600
35,1,8.0,800.0000000008001,4800
35,2,10.0,200.00000000020003,1600
36,1,8.0,700.0000000007001,4200
36,2,9.0,400.00000000040006,2800
37,1,9.0,500.00000000050005,3500
37,2,9.0,500.00000000050005,3500
38,1,9.0,500.00000000050005,3500
38,2,9.0,500.00000000050005,3500
39,1,9.0,500.00000000050005,3500
39,2,9.0,500.00000000050005,3500
