Round,Price 1,Quantity 1,Profit 1,Price 2,Quantity 2,Profit 2
1,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
2,11.0,400.00000000039984,3600,12.0,100.00000000010012,1000
3,11.0,300.0000000002999,2700,11.0,300.0000000002999,2700
4,12.0,100.00000000010012,1000,11.0,400.00000000039984,3600
5,10.0,500.00000000050017,4000,11.0,200.0000000001998,1800
6,11.0,300.0000000002999,2700,11.0,300.0000000002999,2700
7,10.0,500.00000000050017,4000,11.0,200.0000000001998,1800
8,10.0,500.00000000050017,4000,11.0,200.0000000001998,1800
9,10.0,500.00000000050017,4000,11.0,200.0000000001998,1800
10,10.0,500.00000000050017,4000,11.0,200.0000000001998,1800
11,10.0,500.00000000050017,4000,11.0,200.0000000001998,1800
12,10.0,500.00000000050017,4000,11.0,200.0000000001998,1800
13,10.0,500.00000000050017,4000,11.0,200.0000000001998,1800
14,10.0,500.00000000050017,4000,11.0,200.0000000001998,1800
15,10.0,500.00000000050017,4000,11.0,200.0000000001998,1800
16,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
17,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
18,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
19,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
20,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
21,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
22,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
23,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
24,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
25,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
26,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
27,9.0,600.0000000006,4200,10.0,300.0000000003,2400
28,9.0,700.0000000007002,4900,11.0,100.0000000000998,900
29,8.0,900.0000000009002,5400,11.0,-2.0816681711763322e-13,0
30,7.0,900.0000000009001,4500,9.0,300.0000000003,2100
31,8.0,800.0000000008001,4800,10.0,200.00000000020003,1600
32,8.0,900.0000000009002,5400,11.0,-2.0816681711763322e-13,0
33,8.0,800.0000000008001,4800,10.0,200.00000000020003,1600
34,8.0,800.0000000008001,4800,10.0,200.00000000020003,1600
35,8.0,800.0000000008001,4800,10.0,200.00000000020003,1600
36,8.0,700.0000000007001,4200,9.0,400.00000000040006,2800
37,9.0,500.00000000050005,3500,9.0,500.00000000050005,3500
38,9.0,500.00000000050005,3500,9.0,500.00000000050005,3500
39,9.0,500.00000000050005,3500,9.0,500.00000000050005,3500
