Round,FirmID,Price,Quantity,Profit
1,1,7.0,700.0000000007001,3500
1,2,7.0,700.0000000007001,3500
2,1,6.0,900.0000000009001,3600
2,2,7.0,600.0000000006,3000
3,1,5.0,1000.0000000010001,3000
3,2,6.0,700.0000000007001,2800
4,1,4.0,1100.0000000011003,2200
4,2,5.0,800.0000000008001,2400
5,1,4.5,900.0000000009001,2250
5,2,4.0,1050.00000000105,2100
6,1,5.5,650.0000000006501,2275
6,2,3.5,1250.00000000125,1875
7,1,6.5,500.00000000050017,2250
7,2,4.0,1250.00000000125,2500
8,1,7.0,450.00000000045003,2250
8,2,4.5,1200.0000000012,3000
9,1,7.5,400.00000000039995,2200
9,2,5.0,1150.0000000011503,3450
10,1,8.0,350.0000000003501,2100
10,2,5.5,1100.0000000011,3850
11,1,8.5,300.00000000030013,1950
11,2,6.0,1050.00000000105,4200
12,1,9.0,250.00000000024997,1750
12,2,6.5,1000.0000000010003,4500
13,1,7.5,600.0000000005999,3300
13,2,7.0,750.0000000007501,3750
14,1,7.5,600.0000000005999,3300
14,2,7.0,750.0000000007501,3750
15,1,7.5,600.0000000005999,3300
15,2,7.0,750.0000000007501,3750
16,1,7.5,600.0000000005999,3300
16,2,7.0,750.0000000007501,3750
17,1,7.5,700.0000000007,3850
17,2,8.0,550.0000000005501,3300
18,1,7.0,800.0000000008001,4000
18,2,8.0,500.00000000050005,3000
19,1,6.5,850.0000000008503,3825
19,2,7.5,550.0000000005499,3025
20,1,6.0,1000.0000000010001,4000
20,2,8.0,400.00000000040006,2400
21,1,6.0,900.0000000009001,3600
21,2,7.0,600.0000000006,3000
22,1,7.5,600.0000000005999,3300
22,2,7.0,750.0000000007501,3750
23,1,7.0,700.0000000007001,3500
23,2,7.0,700.0000000007001,3500
24,1,7.0,3500.0000000035006,17500
24,2,35.0,-4900.0000000049,-161700
25,1,7.0,600.0000000006,3000
25,2,6.0,900.0000000009001,3600
26,1,7.0,700.0000000007001,3500
26,2,7.0,700.0000000007001,3500
27,1,2.0,1700.0000000017,0
27,2,7.0,200.00000000020003,1000
28,1,7.0,700.0000000007001,3500
28,2,7.0,700.0000000007001,3500
29,1,7.0,700.0000000007001,3500
29,2,7.0,700.0000000007001,3500
30,1,7.0,700.0000000007001,3500
30,2,7.0,700.0000000007001,3500
31,1,7.0,700.0000000007001,3500
31,2,7.0,700.0000000007001,3500
32,1,7.0,650.0000000006501,3250
32,2,6.5,800.0000000008002,3600
33,1,7.0,700.0000000007001,3500
33,2,7.0,700.0000000007001,3500
34,1,7.0,550.0000000005501,2750
34,2,5.5,1000.0000000009999,3500
35,1,6.0,900.0000000009001,3600
35,2,7.0,600.0000000006,3000
36,1,6.0,3600.0000000036,14400
36,2,34.0,-4800.000000004799,-153600
37,1,7.0,700.0000000007001,3500
37,2,7.0,700.0000000007001,3500
38,1,7.0,700.0000000007001,3500
38,2,7.0,700.0000000007001,3500
39,1,6.0,900.0000000009001,3600
39,2,7.0,600.0000000006,3000
