Round,Price 1,Quantity 1,Profit 1,Price 2,Quantity 2,Profit 2
1,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
2,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
3,5.0,1000.0000000010001,3000,6.0,700.0000000007001,2800
4,4.0,1100.0000000011003,2200,5.0,800.0000000008001,2400
5,4.5,900.0000000009001,2250,4.0,1050.00000000105,2100
6,5.5,650.0000000006501,2275,3.5,1250.00000000125,1875
7,6.5,500.00000000050017,2250,4.0,1250.00000000125,2500
8,7.0,450.00000000045003,2250,4.5,1200.0000000012,3000
9,7.5,400.00000000039995,2200,5.0,1150.0000000011503,3450
10,8.0,350.0000000003501,2100,5.5,1100.0000000011,3850
11,8.5,300.00000000030013,1950,6.0,1050.00000000105,4200
12,9.0,250.00000000024997,1750,6.5,1000.0000000010003,4500
13,7.5,600.0000000005999,3300,7.0,750.0000000007501,3750
14,7.5,600.0000000005999,3300,7.0,750.0000000007501,3750
15,7.5,600.0000000005999,3300,7.0,750.0000000007501,3750
16,7.5,600.0000000005999,3300,7.0,750.0000000007501,3750
17,7.5,700.0000000007,3850,8.0,550.0000000005501,3300
18,7.0,800.0000000008001,4000,8.0,500.00000000050005,3000
19,6.5,850.0000000008503,3825,7.5,550.0000000005499,3025
20,6.0,1000.0000000010001,4000,8.0,400.00000000040006,2400
21,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
22,7.5,600.0000000005999,3300,7.0,750.0000000007501,3750
23,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
24,7.0,3500.0000000035006,17500,35.0,-4900.0000000049,-161700
25,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
26,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
27,2.0,1700.0000000017,0,7.0,200.00000000020003,1000
28,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
29,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
30,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
31,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
32,7.0,650.0000000006501,3250,6.5,800.0000000008002,3600
33,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
34,7.0,550.0000000005501,2750,5.5,1000.0000000009999,3500
35,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
36,6.0,3600.0000000036,14400,34.0,-4800.000000004799,-153600
37,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
38,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
39,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
