Round,Price 1,Quantity 1,Profit 1,Price 2,Quantity 2,Profit 2
1,10.0,100.00000000010002,800,7.0,1000.0000000010001,5000
2,9.0,500.00000000050005,3500,9.0,500.00000000050005,3500
3,8.0,600.0000000006,3600,8.0,600.0000000006,3600
4,9.0,400.00000000040006,2800,8.0,700.0000000007001,4200
5,9.0,400.00000000040006,2800,8.0,700.0000000007001,4200
6,8.0,600.0000000006,3600,8.0,600.0000000006,3600
7,9.0,300.0000000003,2100,7.0,900.0000000009001,4500
8,9.0,300.0000000003,2100,7.0,900.0000000009001,4500
9,8.0,600.0000000006,3600,8.0,600.0000000006,3600
10,9.0,400.00000000040006,2800,8.0,700.0000000007001,4200
11,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
12,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
13,9.0,300.0000000003,2100,7.0,900.0000000009001,4500
14,8.0,600.0000000006,3600,8.0,600.0000000006,3600
15,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
16,8.0,600.0000000006,3600,8.0,600.0000000006,3600
17,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
18,9.0,400.00000000040006,2800,8.0,700.0000000007001,4200
19,8.0,600.0000000006,3600,8.0,600.0000000006,3600
20,9.0,300.0000000003,2100,7.0,900.0000000009001,4500
21,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
22,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
23,8.0,600.0000000006,3600,8.0,600.0000000006,3600
24,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
25,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
26,8.0,600.0000000006,3600,8.0,600.0000000006,3600
27,8.0,600.0000000006,3600,8.0,600.0000000006,3600
28,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
29,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
30,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
31,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
32,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
33,8.0,600.0000000006,3600,8.0,600.0000000006,3600
34,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
35,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
36,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
37,8.0,600.0000000006,3600,8.0,600.0000000006,3600
38,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
39,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
