Round,FirmID,Price,Quantity,Profit
1,1,10.0,100.00000000010002,800
1,2,7.0,1000.0000000010001,5000
2,1,9.0,500.00000000050005,3500
2,2,9.0,500.00000000050005,3500
3,1,8.0,600.0000000006,3600
3,2,8.0,600.0000000006,3600
4,1,9.0,400.00000000040006,2800
4,2,8.0,700.0000000007001,4200
5,1,9.0,400.00000000040006,2800
5,2,8.0,700.0000000007001,4200
6,1,8.0,600.0000000006,3600
6,2,8.0,600.0000000006,3600
7,1,9.0,300.0000000003,2100
7,2,7.0,900.0000000009001,4500
8,1,9.0,300.0000000003,2100
8,2,7.0,900.0000000009001,4500
9,1,8.0,600.0000000006,3600
9,2,8.0,600.0000000006,3600
10,1,9.0,400.00000000040006,2800
10,2,8.0,700.0000000007001,4200
11,1,8.0,500.00000000050005,3000
11,2,7.0,800.0000000008001,4000
12,1,8.0,500.00000000050005,3000
12,2,7.0,800.0000000008001,4000
13,1,9.0,300.0000000003,2100
13,2,7.0,900.0000000009001,4500
14,1,8.0,600.0000000006,3600
14,2,8.0,600.0000000006,3600
15,1,8.0,500.00000000050005,3000
15,2,7.0,800.0000000008001,4000
16,1,8.0,600.0000000006,3600
16,2,8.0,600.0000000006,3600
17,1,8.0,500.00000000050005,3000
17,2,7.0,800.0000000008001,4000
18,1,9.0,400.00000000040006,2800
18,2,8.0,700.0000000007001,4200
19,1,8.0,600.0000000006,3600
19,2,8.0,600.0000000006,3600
20,1,9.0,300.0000000003,2100
20,2,7.0,900.0000000009001,4500
21,1,8.0,500.00000000050005,3000
21,2,7.0,800.0000000008001,4000
22,1,8.0,500.00000000050005,3000
22,2,7.0,800.0000000008001,4000
23,1,8.0,600.0000000006,3600
23,2,8.0,600.0000000006,3600
24,1,8.0,500.00000000050005,3000
24,2,7.0,800.0000000008001,4000
25,1,8.0,500.00000000050005,3000
25,2,7.0,800.0000000008001,4000
26,1,8.0,600.0000000006,3600
26,2,8.0,600.0000000006,3600
27,1,8.0,600.0000000006,3600
27,2,8.0,600.0000000006,3600
28,1,8.0,500.00000000050005,3000
28,2,7.0,800.0000000008001,4000
29,1,8.0,500.00000000050005,3000
29,2,7.0,800.0000000008001,4000
30,1,8.0,500.00000000050005,3000
30,2,7.0,800.0000000008001,4000
31,1,8.0,500.00000000050005,3000
31,2,7.0,800.0000000008001,4000
32,1,8.0,500.00000000050005,3000
32,2,7.0,800.0000000008001,4000
33,1,8.0,600.0000000006,3600
33,2,8.0,600.0000000006,3600
34,1,8.0,500.00000000050005,3000
34,2,7.0,800.0000000008001,4000
35,1,8.0,500.00000000050005,3000
35,2,7.0,800.0000000008001,4000
36,1,8.0,500.00000000050005,3000
36,2,7.0,800.0000000008001,4000
37,1,8.0,600.0000000006,3600
37,2,8.0,600.0000000006,3600
38,1,8.0,500.00000000050005,3000
38,2,7.0,800.0000000008001,4000
39,1,8.0,500.00000000050005,3000
39,2,7.0,800.0000000008001,4000
