Round,FirmID,Price,Quantity,Profit
1,1,10.0,400.00000000040006,3200
1,2,10.0,400.00000000040006,3200
2,1,10.0,400.00000000040006,3200
2,2,10.0,400.00000000040006,3200
3,1,10.0,400.00000000040006,3200
3,2,10.0,400.00000000040006,3200
4,1,10.0,500.00000000050017,4000
4,2,11.0,200.0000000001998,1800
5,1,10.0,400.00000000040006,3200
5,2,10.0,400.00000000040006,3200
6,1,11.0,300.0000000002999,2700
6,2,11.0,300.0000000002999,2700
7,1,11.0,200.0000000001998,1800
7,2,10.0,500.00000000050017,4000
8,1,10.0,500.00000000050017,4000
8,2,11.0,200.0000000001998,1800
9,1,10.0,400.00000000040006,3200
9,2,10.0,400.00000000040006,3200
10,1,11.0,200.0000000001998,1800
10,2,10.0,500.00000000050017,4000
11,1,10.0,400.00000000040006,3200
11,2,10.0,400.00000000040006,3200
12,1,10.0,500.00000000050017,4000
12,2,11.0,200.0000000001998,1800
13,1,10.0,400.00000000040006,3200
13,2,10.0,400.00000000040006,3200
14,1,10.0,500.00000000050017,4000
14,2,11.0,200.0000000001998,1800
15,1,10.0,400.00000000040006,3200
15,2,10.0,400.00000000040006,3200
16,1,10.0,500.00000000050017,4000
16,2,11.0,200.0000000001998,1800
17,1,10.0,400.00000000040006,3200
17,2,10.0,400.00000000040006,3200
18,1,10.0,500.00000000050017,4000
18,2,11.0,200.0000000001998,1800
19,1,10.0,400.00000000040006,3200
19,2,10.0,400.00000000040006,3200
20,1,10.0,500.00000000050017,4000
20,2,11.0,200.0000000001998,1800
21,1,10.0,400.00000000040006,3200
21,2,10.0,400.00000000040006,3200
22,1,10.0,400.00000000040006,3200
22,2,10.0,400.00000000040006,3200
23,1,11.0,200.0000000001998,1800
23,2,10.0,500.00000000050017,4000
24,1,10.0,400.00000000040006,3200
24,2,10.0,400.00000000040006,3200
25,1,11.0,200.0000000001998,1800
25,2,10.0,500.00000000050017,4000
26,1,10.0,500.00000000050017,4000
26,2,11.0,200.0000000001998,1800
27,1,11.0,200.0000000001998,1800
27,2,10.0,500.00000000050017,4000
28,1,10.0,400.00000000040006,3200
28,2,10.0,400.00000000040006,3200
29,1,10.0,400.00000000040006,3200
29,2,10.0,400.00000000040006,3200
30,1,10.0,400.00000000040006,3200
30,2,10.0,400.00000000040006,3200
31,1,10.0,500.00000000050017,4000
31,2,11.0,200.0000000001998,1800
32,1,10.0,400.00000000040006,3200
32,2,10.0,400.00000000040006,3200
33,1,10.0,400.00000000040006,3200
33,2,10.0,400.00000000040006,3200
34,1,10.0,400.00000000040006,3200
34,2,10.0,400.00000000040006,3200
35,1,10.0,400.00000000040006,3200
35,2,10.0,400.00000000040006,3200
36,1,11.0,200.0000000001998,1800
36,2,10.0,500.00000000050017,4000
37,1,10.0,400.00000000040006,3200
37,2,10.0,400.00000000040006,3200
38,1,10.0,400.00000000040006,3200
38,2,10.0,400.00000000040006,3200
39,1,10.0,400.00000000040006,3200
39,2,10.0,400.00000000040006,3200
