Round,Price 1,Quantity 1,Profit 1,Price 2,Quantity 2,Profit 2
1,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
2,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
3,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
4,5.0,1000.0000000010001,3000,6.0,700.0000000007001,2800
5,5.0,1000.0000000010001,3000,6.0,700.0000000007001,2800
6,5.0,900.0000000009001,2700,5.0,900.0000000009001,2700
7,6.0,700.0000000007001,2800,5.0,1000.0000000010001,3000
8,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
9,5.0,1000.0000000010001,3000,6.0,700.0000000007001,2800
10,5.0,900.0000000009001,2700,5.0,900.0000000009001,2700
11,5.0,900.0000000009001,2700,5.0,900.0000000009001,2700
12,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
13,6.0,700.0000000007001,2800,5.0,1000.0000000010001,3000
14,5.0,900.0000000009001,2700,5.0,900.0000000009001,2700
15,5.0,900.0000000009001,2700,5.0,900.0000000009001,2700
16,7.0,500.00000000050005,2500,5.0,1100.0000000011003,3300
17,6.0,750.0000000007501,3000,5.5,900.0000000009,3150
18,6.0,750.0000000007501,3000,5.5,900.0000000009,3150
19,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
