Round,FirmID,Price,Quantity,Profit
1,1,10.0,400.00000000040006,3200
1,2,10.0,400.00000000040006,3200
2,1,10.0,400.00000000040006,3200
2,2,10.0,400.00000000040006,3200
3,1,10.0,400.00000000040006,3200
3,2,10.0,400.00000000040006,3200
4,1,10.0,400.00000000040006,3200
4,2,10.0,400.00000000040006,3200
5,1,10.0,400.00000000040006,3200
5,2,10.0,400.00000000040006,3200
6,1,10.0,400.00000000040006,3200
6,2,10.0,400.00000000040006,3200
7,1,10.0,400.00000000040006,3200
7,2,10.0,400.00000000040006,3200
8,1,10.0,400.00000000040006,3200
8,2,10.0,400.00000000040006,3200
9,1,10.0,400.00000000040006,3200
9,2,10.0,400.00000000040006,3200
