Round,Price 1,Quantity 1,Profit 1,Price 2,Quantity 2,Profit 2
1,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
2,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
3,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
4,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
5,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
6,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
7,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
8,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
9,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
10,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
11,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
12,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
13,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
14,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
15,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
16,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
17,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
18,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
19,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
