Round,FirmID,Price,Quantity,Profit
1,1,7.0,1000.0000000010001,5000
1,2,10.0,100.00000000010002,800
2,1,7.0,1000.0000000010001,5000
2,2,10.0,100.00000000010002,800
3,1,7.0,1000.0000000010001,5000
3,2,10.0,100.00000000010002,800
4,1,7.0,1000.0000000010001,5000
4,2,10.0,100.00000000010002,800
5,1,7.0,1000.0000000010001,5000
5,2,10.0,100.00000000010002,800
6,1,7.0,1000.0000000010001,5000
6,2,10.0,100.00000000010002,800
7,1,7.0,900.0000000009001,4500
7,2,9.0,300.0000000003,2100
8,1,7.0,800.0000000008001,4000
8,2,8.0,500.00000000050005,3000
9,1,8.0,600.0000000006,3600
9,2,8.0,600.0000000006,3600
