Round,FirmID,Price,Quantity,Profit
1,1,5.0,1400.0000000014002,4200
1,2,10.0,-100.00000000010002,-800
2,1,10.0,400.00000000040006,3200
2,2,10.0,400.00000000040006,3200
3,1,10.0,400.00000000040006,3200
3,2,10.0,400.00000000040006,3200
4,1,10.0,400.00000000040006,3200
4,2,10.0,400.00000000040006,3200
5,1,10.0,400.00000000040006,3200
5,2,10.0,400.00000000040006,3200
6,1,10.0,400.00000000040006,3200
6,2,10.0,400.00000000040006,3200
7,1,10.0,400.00000000040006,3200
7,2,10.0,400.00000000040006,3200
8,1,10.0,400.00000000040006,3200
8,2,10.0,400.00000000040006,3200
9,1,10.0,400.00000000040006,3200
9,2,10.0,400.00000000040006,3200
10,1,10.0,400.00000000040006,3200
10,2,10.0,400.00000000040006,3200
11,1,10.0,400.00000000040006,3200
11,2,10.0,400.00000000040006,3200
12,1,10.0,400.00000000040006,3200
12,2,10.0,400.00000000040006,3200
13,1,10.0,400.00000000040006,3200
13,2,10.0,400.00000000040006,3200
14,1,10.0,400.00000000040006,3200
14,2,10.0,400.00000000040006,3200
15,1,10.0,400.00000000040006,3200
15,2,10.0,400.00000000040006,3200
16,1,10.0,400.00000000040006,3200
16,2,10.0,400.00000000040006,3200
17,1,10.0,400.00000000040006,3200
17,2,10.0,400.00000000040006,3200
18,1,10.0,400.00000000040006,3200
18,2,10.0,400.00000000040006,3200
19,1,10.0,400.00000000040006,3200
19,2,10.0,400.00000000040006,3200
