Round,FirmID,Price,Quantity,Profit
1,1,5.0,900.0000000009001,2700
1,2,5.0,900.0000000009001,2700
2,1,7.0,1000.0000000010001,5000
2,2,10.0,100.00000000010002,800
3,1,8.0,400.00000000040006,2400
3,2,6.0,1000.0000000010001,4000
4,1,7.0,600.0000000006,3000
4,2,6.0,900.0000000009001,3600
5,1,7.0,500.00000000050005,2500
5,2,5.0,1100.0000000011003,3300
6,1,7.0,600.0000000006,3000
6,2,6.0,900.0000000009001,3600
7,1,7.0,600.0000000006,3000
7,2,6.0,900.0000000009001,3600
8,1,7.0,600.0000000006,3000
8,2,6.0,900.0000000009001,3600
9,1,7.0,600.0000000006,3000
9,2,6.0,900.0000000009001,3600
10,1,7.0,600.0000000006,3000
10,2,6.0,900.0000000009001,3600
11,1,7.0,600.0000000006,3000
11,2,6.0,900.0000000009001,3600
12,1,7.0,600.0000000006,3000
12,2,6.0,900.0000000009001,3600
13,1,7.0,600.0000000006,3000
13,2,6.0,900.0000000009001,3600
14,1,7.0,600.0000000006,3000
14,2,6.0,900.0000000009001,3600
15,1,7.0,600.0000000006,3000
15,2,6.0,900.0000000009001,3600
16,1,7.0,600.0000000006,3000
16,2,6.0,900.0000000009001,3600
17,1,7.0,600.0000000006,3000
17,2,6.0,900.0000000009001,3600
18,1,7.0,600.0000000006,3000
18,2,6.0,900.0000000009001,3600
19,1,7.0,600.0000000006,3000
19,2,6.0,900.0000000009001,3600
20,1,7.0,600.0000000006,3000
20,2,6.0,900.0000000009001,3600
21,1,7.0,600.0000000006,3000
21,2,6.0,900.0000000009001,3600
22,1,7.0,600.0000000006,3000
22,2,6.0,900.0000000009001,3600
23,1,7.0,600.0000000006,3000
23,2,6.0,900.0000000009001,3600
24,1,7.0,600.0000000006,3000
24,2,6.0,900.0000000009001,3600
25,1,7.0,600.0000000006,3000
25,2,6.0,900.0000000009001,3600
26,1,7.0,600.0000000006,3000
26,2,6.0,900.0000000009001,3600
27,1,7.0,600.0000000006,3000
27,2,6.0,900.0000000009001,3600
28,1,7.0,600.0000000006,3000
28,2,6.0,900.0000000009001,3600
29,1,7.0,600.0000000006,3000
29,2,6.0,900.0000000009001,3600
30,1,7.0,600.0000000006,3000
30,2,6.0,900.0000000009001,3600
31,1,7.0,600.0000000006,3000
31,2,6.0,900.0000000009001,3600
32,1,7.0,600.0000000006,3000
32,2,6.0,900.0000000009001,3600
33,1,7.0,600.0000000006,3000
33,2,6.0,900.0000000009001,3600
34,1,7.0,600.0000000006,3000
34,2,6.0,900.0000000009001,3600
35,1,7.0,600.0000000006,3000
35,2,6.0,900.0000000009001,3600
36,1,7.0,600.0000000006,3000
36,2,6.0,900.0000000009001,3600
37,1,7.0,600.0000000006,3000
37,2,6.0,900.0000000009001,3600
38,1,7.0,600.0000000006,3000
38,2,6.0,900.0000000009001,3600
39,1,7.0,600.0000000006,3000
39,2,6.0,900.0000000009001,3600
40,1,7.0,600.0000000006,3000
40,2,6.0,900.0000000009001,3600
41,1,7.0,600.0000000006,3000
41,2,6.0,900.0000000009001,3600
42,1,7.0,600.0000000006,3000
42,2,6.0,900.0000000009001,3600
43,1,7.0,600.0000000006,3000
43,2,6.0,900.0000000009001,3600
44,1,7.0,600.0000000006,3000
44,2,6.0,900.0000000009001,3600
45,1,10.0,0.0,0
45,2,6.0,1200.0000000012,4800
46,1,10.0,400.00000000040006,3200
46,2,10.0,400.00000000040006,3200
47,1,7.0,1000.0000000010001,5000
47,2,10.0,100.00000000010002,800
48,1,7.0,700.0000000007001,3500
48,2,7.0,700.0000000007001,3500
49,1,7.0,700.0000000007001,3500
49,2,7.0,700.0000000007001,3500
50,1,7.0,600.0000000006,3000
50,2,6.0,900.0000000009001,3600
51,1,7.0,700.0000000007001,3500
51,2,7.0,700.0000000007001,3500
52,1,7.0,600.0000000006,3000
52,2,6.0,900.0000000009001,3600
53,1,7.0,600.0000000006,3000
53,2,6.0,900.0000000009001,3600
54,1,7.0,600.0000000006,3000
54,2,6.0,900.0000000009001,3600
55,1,7.0,600.0000000006,3000
55,2,6.0,900.0000000009001,3600
56,1,7.0,600.0000000006,3000
56,2,6.0,900.0000000009001,3600
57,1,7.0,600.0000000006,3000
57,2,6.0,900.0000000009001,3600
58,1,7.0,700.0000000007001,3500
58,2,7.0,700.0000000007001,3500
59,1,7.0,600.0000000006,3000
59,2,6.0,900.0000000009001,3600
