Round,Price 1,Quantity 1,Profit 1,Price 2,Quantity 2,Profit 2
1,5.0,900.0000000009001,2700,5.0,900.0000000009001,2700
2,7.0,1000.0000000010001,5000,10.0,100.00000000010002,800
3,8.0,400.00000000040006,2400,6.0,1000.0000000010001,4000
4,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
5,7.0,500.00000000050005,2500,5.0,1100.0000000011003,3300
6,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
7,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
8,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
9,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
10,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
11,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
12,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
13,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
14,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
15,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
16,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
17,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
18,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
19,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
20,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
21,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
22,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
23,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
24,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
25,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
26,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
27,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
28,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
29,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
30,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
31,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
32,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
33,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
34,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
35,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
36,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
37,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
38,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
39,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
40,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
41,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
42,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
43,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
44,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
45,10.0,0.0,0,6.0,1200.0000000012,4800
46,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
47,7.0,1000.0000000010001,5000,10.0,100.00000000010002,800
48,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
49,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
50,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
51,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
52,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
53,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
54,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
55,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
56,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
57,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
58,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
59,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
