Round,FirmID,Price,Quantity,Profit
1,1,2.0,1200.0000000012,0
1,2,2.0,1200.0000000012,0
2,1,2.0,1200.0000000012,0
2,2,2.0,1200.0000000012,0
3,1,3.0,1100.0000000011003,1100
3,2,3.0,1100.0000000011003,1100
4,1,4.0,800.0000000008001,1600
4,2,2.0,1400.0000000014002,0
5,1,5.0,900.0000000009001,2700
5,2,5.0,900.0000000009001,2700
6,1,6.0,800.0000000008001,3200
6,2,6.0,800.0000000008001,3200
7,1,7.0,700.0000000007001,3500
7,2,7.0,700.0000000007001,3500
8,1,8.0,600.0000000006,3600
8,2,8.0,600.0000000006,3600
9,1,9.0,500.00000000050005,3500
9,2,9.0,500.00000000050005,3500
10,1,10.0,400.00000000040006,3200
10,2,10.0,400.00000000040006,3200
11,1,11.0,300.0000000002999,2700
11,2,11.0,300.0000000002999,2700
12,1,12.0,200.00000000020003,2000
12,2,12.0,200.00000000020003,2000
13,1,13.0,100.00000000010012,1100
13,2,13.0,100.00000000010012,1100
14,1,14.0,0.0,0
14,2,14.0,0.0,0
15,1,15.0,-100.00000000010012,-1300
15,2,15.0,-100.00000000010012,-1300
16,1,16.0,-200.00000000020003,-2800
16,2,16.0,-200.00000000020003,-2800
17,1,17.0,-300.00000000029974,-4500
17,2,17.0,-300.00000000029974,-4500
18,1,18.0,-400.00000000040023,-6400
18,2,18.0,-400.00000000040023,-6400
19,1,19.0,-500.00000000049994,-8500
19,2,19.0,-500.00000000049994,-8500
