Round,Price 1,Quantity 1,Profit 1,Price 2,Quantity 2,Profit 2
1,10.0,100.00000000010002,800,7.0,1000.0000000010001,5000
2,11.0,-100.00000000010021,-900,7.0,1100.0000000011003,5500
3,8.0,400.00000000040006,2400,6.0,1000.0000000010001,4000
4,9.0,300.0000000003,2100,7.0,900.0000000009001,4500
5,8.0,400.00000000040006,2400,6.0,1000.0000000010001,4000
6,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
7,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
8,9.0,200.00000000020003,1400,6.0,1100.0000000011003,4400
9,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
10,9.0,300.0000000003,2100,7.0,900.0000000009001,4500
11,7.0,800.0000000008001,4000,8.0,500.00000000050005,3000
12,8.0,600.0000000006,3600,8.0,600.0000000006,3600
13,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
14,8.0,400.00000000040006,2400,6.0,1000.0000000010001,4000
15,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
16,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
17,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
18,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
19,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
