Round,FirmID,Price,Quantity,Profit
1,1,10.0,400.00000000040006,3200
1,2,10.0,400.00000000040006,3200
2,1,11.0,300.0000000002999,2700
2,2,11.0,300.0000000002999,2700
3,1,12.0,200.00000000020003,2000
3,2,12.0,200.00000000020003,2000
4,1,13.0,100.00000000010012,1100
4,2,13.0,100.00000000010012,1100
5,1,14.0,-400.00000000040006,-4800
5,2,10.0,800.0000000008001,6400
6,1,11.0,300.0000000002999,2700
6,2,11.0,300.0000000002999,2700
7,1,12.0,0.0,0
7,2,10.0,600.0000000006,4800
8,1,11.0,200.0000000001998,1800
8,2,10.0,500.00000000050017,4000
9,1,11.0,200.0000000001998,1800
9,2,10.0,500.00000000050017,4000
10,1,11.0,200.0000000001998,1800
10,2,10.0,500.00000000050017,4000
