Round,Price 1,Quantity 1,Profit 1,Price 2,Quantity 2,Profit 2
1,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
2,11.0,300.0000000002999,2700,11.0,300.0000000002999,2700
3,12.0,200.00000000020003,2000,12.0,200.00000000020003,2000
4,13.0,100.00000000010012,1100,13.0,100.00000000010012,1100
5,14.0,-400.00000000040006,-4800,10.0,800.0000000008001,6400
6,11.0,300.0000000002999,2700,11.0,300.0000000002999,2700
7,12.0,0.0,0,10.0,600.0000000006,4800
8,11.0,200.0000000001998,1800,10.0,500.00000000050017,4000
9,11.0,200.0000000001998,1800,10.0,500.00000000050017,4000
10,11.0,200.0000000001998,1800,10.0,500.00000000050017,4000
