Round,Price 1,Quantity 1,Profit 1,Price 2,Quantity 2,Profit 2
1,10.0,100.00000000010002,800,7.0,1000.0000000010001,5000
2,11.0,-100.00000000010021,-900,7.0,1100.0000000011003,5500
3,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
4,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
5,7.0,500.00000000050005,2500,5.0,1100.0000000011003,3300
6,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
7,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
8,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
9,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
10,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
