Round,FirmID,Price,Quantity,Profit
1,1,10.0,100.00000000010002,800
1,2,7.0,1000.0000000010001,5000
2,1,11.0,-100.00000000010021,-900
2,2,7.0,1100.0000000011003,5500
3,1,7.0,700.0000000007001,3500
3,2,7.0,700.0000000007001,3500
4,1,7.0,600.0000000006,3000
4,2,6.0,900.0000000009001,3600
5,1,7.0,500.00000000050005,2500
5,2,5.0,1100.0000000011003,3300
6,1,7.0,600.0000000006,3000
6,2,6.0,900.0000000009001,3600
7,1,6.0,800.0000000008001,3200
7,2,6.0,800.0000000008001,3200
8,1,6.0,800.0000000008001,3200
8,2,6.0,800.0000000008001,3200
9,1,6.0,800.0000000008001,3200
9,2,6.0,800.0000000008001,3200
10,1,6.0,800.0000000008001,3200
10,2,6.0,800.0000000008001,3200
