Round,FirmID,Price,Quantity,Profit
1,1,10.0,400.00000000040006,3200
1,2,10.0,400.00000000040006,3200
2,1,11.0,300.0000000002999,2700
2,2,11.0,300.0000000002999,2700
3,1,12.0,200.00000000020003,2000
3,2,12.0,200.00000000020003,2000
4,1,13.0,100.00000000010012,1100
4,2,13.0,100.00000000010012,1100
5,1,14.0,0.0,0
5,2,14.0,0.0,0
6,1,10.0,400.00000000040006,3200
6,2,10.0,400.00000000040006,3200
7,1,11.0,300.0000000002999,2700
7,2,11.0,300.0000000002999,2700
8,1,12.0,200.00000000020003,2000
8,2,12.0,200.00000000020003,2000
9,1,13.0,100.00000000010012,1100
9,2,13.0,100.00000000010012,1100
10,1,14.0,-400.00000000040006,-4800
10,2,10.0,800.0000000008001,6400
11,1,10.0,400.00000000040006,3200
11,2,10.0,400.00000000040006,3200
12,1,11.0,300.0000000002999,2700
12,2,11.0,300.0000000002999,2700
13,1,12.0,200.00000000020003,2000
13,2,12.0,200.00000000020003,2000
14,1,13.0,-200.0000000001998,-2200
14,2,10.0,700.0000000007,5600
15,1,10.0,400.00000000040006,3200
15,2,10.0,400.00000000040006,3200
16,1,11.0,300.0000000002999,2700
16,2,11.0,300.0000000002999,2700
17,1,12.0,200.00000000020003,2000
17,2,12.0,200.00000000020003,2000
18,1,13.0,-200.0000000001998,-2200
18,2,10.0,700.0000000007,5600
19,1,10.0,400.00000000040006,3200
19,2,10.0,400.00000000040006,3200
