Round,Price 1,Quantity 1,Profit 1,Price 2,Quantity 2,Profit 2
1,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
2,11.0,300.0000000002999,2700,11.0,300.0000000002999,2700
3,12.0,200.00000000020003,2000,12.0,200.00000000020003,2000
4,13.0,100.00000000010012,1100,13.0,100.00000000010012,1100
5,14.0,0.0,0,14.0,0.0,0
6,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
7,11.0,300.0000000002999,2700,11.0,300.0000000002999,2700
8,12.0,200.00000000020003,2000,12.0,200.00000000020003,2000
9,13.0,100.00000000010012,1100,13.0,100.00000000010012,1100
10,14.0,-400.00000000040006,-4800,10.0,800.0000000008001,6400
11,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
12,11.0,300.0000000002999,2700,11.0,300.0000000002999,2700
13,12.0,200.00000000020003,2000,12.0,200.00000000020003,2000
14,13.0,-200.0000000001998,-2200,10.0,700.0000000007,5600
15,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
16,11.0,300.0000000002999,2700,11.0,300.0000000002999,2700
17,12.0,200.00000000020003,2000,12.0,200.00000000020003,2000
18,13.0,-200.0000000001998,-2200,10.0,700.0000000007,5600
19,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
