Round,FirmID,Price,Quantity,Profit
1,1,10.0,400.00000000040006,3200
1,2,10.0,400.00000000040006,3200
2,1,11.0,400.00000000039984,3600
2,2,12.0,100.00000000010012,1000
3,1,11.0,300.0000000002999,2700
3,2,11.0,300.0000000002999,2700
4,1,12.0,100.00000000010012,1000
4,2,11.0,400.00000000039984,3600
5,1,10.0,500.00000000050017,4000
5,2,11.0,200.0000000001998,1800
6,1,11.0,300.0000000002999,2700
6,2,11.0,300.0000000002999,2700
7,1,10.0,500.00000000050017,4000
7,2,11.0,200.0000000001998,1800
8,1,10.0,500.00000000050017,4000
8,2,11.0,200.0000000001998,1800
9,1,10.0,500.00000000050017,4000
9,2,11.0,200.0000000001998,1800
10,1,10.0,500.00000000050017,4000
10,2,11.0,200.0000000001998,1800
11,1,10.0,500.00000000050017,4000
11,2,11.0,200.0000000001998,1800
12,1,10.0,500.00000000050017,4000
12,2,11.0,200.0000000001998,1800
13,1,10.0,400.00000000040006,3200
13,2,10.0,400.00000000040006,3200
14,1,10.0,400.00000000040006,3200
14,2,10.0,400.00000000040006,3200
15,1,10.0,400.00000000040006,3200
15,2,10.0,400.00000000040006,3200
16,1,10.0,400.00000000040006,3200
16,2,10.0,400.00000000040006,3200
17,1,10.0,400.00000000040006,3200
17,2,10.0,400.00000000040006,3200
18,1,10.0,400.00000000040006,3200
18,2,10.0,400.00000000040006,3200
19,1,10.0,400.00000000040006,3200
19,2,10.0,400.00000000040006,3200
