Round,FirmID,Price,Quantity,Profit
1,1,7.0,1000.0000000010001,5000
1,2,10.0,100.00000000010002,800
2,1,6.0,1300.0000000013004,5200
2,2,11.0,-200.00000000020023,-1800
3,1,6.0,1100.0000000011003,4400
3,2,9.0,200.00000000020003,1400
4,1,5.0,1200.0000000012,3600
4,2,8.0,300.0000000003,1800
5,1,6.0,900.0000000009001,3600
5,2,7.0,600.0000000006,3000
6,1,6.0,900.0000000009001,3600
6,2,7.0,600.0000000006,3000
7,1,6.0,900.0000000009001,3600
7,2,7.0,600.0000000006,3000
8,1,6.0,900.0000000009001,3600
8,2,7.0,600.0000000006,3000
9,1,6.0,900.0000000009001,3600
9,2,7.0,600.0000000006,3000
10,1,5.0,1100.0000000011003,3300
10,2,7.0,500.00000000050005,2500
11,1,5.5,1000.0000000009999,3500
11,2,7.0,550.0000000005501,2750
12,1,6.0,900.0000000009001,3600
12,2,7.0,600.0000000006,3000
13,1,5.5,1000.0000000009999,3500
13,2,7.0,550.0000000005501,2750
14,1,6.0,900.0000000009001,3600
14,2,7.0,600.0000000006,3000
15,1,6.0,900.0000000009001,3600
15,2,7.0,600.0000000006,3000
16,1,5.0,1100.0000000011003,3300
16,2,7.0,500.00000000050005,2500
17,1,5.0,1100.0000000011003,3300
17,2,7.0,500.00000000050005,2500
18,1,5.0,1100.0000000011003,3300
18,2,7.0,500.00000000050005,2500
19,1,5.5,1000.0000000009999,3500
19,2,7.0,550.0000000005501,2750
