Round,Price 1,Quantity 1,Profit 1,Price 2,Quantity 2,Profit 2
1,7.0,1000.0000000010001,5000,10.0,100.00000000010002,800
2,7.0,900.0000000009001,4500,9.0,300.0000000003,2100
3,7.0,900.0000000009001,4500,9.0,300.0000000003,2100
4,7.0,900.0000000009001,4500,9.0,300.0000000003,2100
5,7.0,900.0000000009001,4500,9.0,300.0000000003,2100
6,7.0,900.0000000009001,4500,9.0,300.0000000003,2100
7,7.0,900.0000000009001,4500,9.0,300.0000000003,2100
8,7.0,900.0000000009001,4500,9.0,300.0000000003,2100
9,7.0,900.0000000009001,4500,9.0,300.0000000003,2100
10,7.0,900.0000000009001,4500,9.0,300.0000000003,2100
11,7.0,900.0000000009001,4500,9.0,300.0000000003,2100
12,7.0,900.0000000009001,4500,9.0,300.0000000003,2100
13,7.0,800.0000000008001,4000,8.0,500.00000000050005,3000
14,6.0,1000.0000000010001,4000,8.0,400.00000000040006,2400
15,6.0,1000.0000000010001,4000,8.0,400.00000000040006,2400
16,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
17,7.0,600.0000000006,3000,6.0,900.0000000009001,3600
18,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
19,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
20,6.0,900.0000000009001,3600,7.0,600.0000000006,3000
21,7.0,750.0000000007501,3750,7.5,600.0000000005999,3300
22,7.0,750.0000000007501,3750,7.5,600.0000000005999,3300
23,7.0,750.0000000007501,3750,7.5,600.0000000005999,3300
24,7.0,850.00000000085,4250,8.5,400.0000000004002,2600
25,7.0,850.00000000085,4250,8.5,400.0000000004002,2600
26,7.0,750.0000000007501,3750,7.5,600.0000000005999,3300
27,7.0,750.0000000007501,3750,7.5,600.0000000005999,3300
28,7.0,750.0000000007501,3750,7.5,600.0000000005999,3300
29,7.0,750.0000000007501,3750,7.5,600.0000000005999,3300
30,7.0,750.0000000007501,3750,7.5,600.0000000005999,3300
31,7.0,750.0000000007501,3750,7.5,600.0000000005999,3300
32,7.0,750.0000000007501,3750,7.5,600.0000000005999,3300
33,7.0,750.0000000007501,3750,7.5,600.0000000005999,3300
34,7.0,750.0000000007501,3750,7.5,600.0000000005999,3300
35,7.0,750.0000000007501,3750,7.5,600.0000000005999,3300
36,7.0,750.0000000007501,3750,7.5,600.0000000005999,3300
37,7.5,650.0000000006501,3575,7.5,650.0000000006501,3575
38,7.0,750.0000000007501,3750,7.5,600.0000000005999,3300
39,7.0,750.0000000007501,3750,7.5,600.0000000005999,3300
