Round,FirmID,Price,Quantity,Profit
1,1,10.0,400.00000000040006,3200
1,2,10.0,400.00000000040006,3200
2,1,10.0,300.0000000003,2400
2,2,9.0,600.0000000006,4200
3,1,10.0,300.0000000003,2400
3,2,9.0,600.0000000006,4200
4,1,9.0,400.00000000040006,2800
4,2,8.0,700.0000000007001,4200
5,1,8.0,600.0000000006,3600
5,2,8.0,600.0000000006,3600
6,1,8.0,500.00000000050005,3000
6,2,7.0,800.0000000008001,4000
7,1,8.0,500.00000000050005,3000
7,2,7.0,800.0000000008001,4000
8,1,8.0,500.00000000050005,3000
8,2,7.0,800.0000000008001,4000
9,1,7.0,800.0000000008001,4000
9,2,8.0,500.00000000050005,3000
10,1,8.0,500.00000000050005,3000
10,2,7.0,800.0000000008001,4000
11,1,8.0,500.00000000050005,3000
11,2,7.0,800.0000000008001,4000
12,1,8.0,500.00000000050005,3000
12,2,7.0,800.0000000008001,4000
13,1,7.0,800.0000000008001,4000
13,2,8.0,500.00000000050005,3000
14,1,7.0,700.0000000007001,3500
14,2,7.0,700.0000000007001,3500
15,1,7.0,800.0000000008001,4000
15,2,8.0,500.00000000050005,3000
16,1,7.0,900.0000000009001,4500
16,2,9.0,300.0000000003,2100
17,1,7.0,800.0000000008001,4000
17,2,8.0,500.00000000050005,3000
18,1,7.0,900.0000000009001,4500
18,2,9.0,300.0000000003,2100
19,1,8.0,600.0000000006,3600
19,2,8.0,600.0000000006,3600
20,1,7.0,800.0000000008001,4000
20,2,8.0,500.00000000050005,3000
21,1,7.0,700.0000000007001,3500
21,2,7.0,700.0000000007001,3500
22,1,7.0,700.0000000007001,3500
22,2,7.0,700.0000000007001,3500
23,1,7.0,700.0000000007001,3500
23,2,7.0,700.0000000007001,3500
24,1,7.0,700.0000000007001,3500
24,2,7.0,700.0000000007001,3500
25,1,7.0,700.0000000007001,3500
25,2,7.0,700.0000000007001,3500
26,1,7.0,700.0000000007001,3500
26,2,7.0,700.0000000007001,3500
27,1,7.0,700.0000000007001,3500
27,2,7.0,700.0000000007001,3500
28,1,7.0,700.0000000007001,3500
28,2,7.0,700.0000000007001,3500
29,1,7.0,700.0000000007001,3500
29,2,7.0,700.0000000007001,3500
30,1,7.0,700.0000000007001,3500
30,2,7.0,700.0000000007001,3500
31,1,7.0,700.0000000007001,3500
31,2,7.0,700.0000000007001,3500
32,1,7.0,700.0000000007001,3500
32,2,7.0,700.0000000007001,3500
33,1,7.0,700.0000000007001,3500
33,2,7.0,700.0000000007001,3500
34,1,7.0,700.0000000007001,3500
34,2,7.0,700.0000000007001,3500
35,1,7.0,700.0000000007001,3500
35,2,7.0,700.0000000007001,3500
36,1,7.0,700.0000000007001,3500
36,2,7.0,700.0000000007001,3500
37,1,7.0,700.0000000007001,3500
37,2,7.0,700.0000000007001,3500
38,1,7.0,700.0000000007001,3500
38,2,7.0,700.0000000007001,3500
39,1,7.0,700.0000000007001,3500
39,2,7.0,700.0000000007001,3500
40,1,7.0,700.0000000007001,3500
40,2,7.0,700.0000000007001,3500
41,1,7.0,690.0000000006901,3450
41,2,6.9,720.00000000072,3528
42,1,7.0,680.0000000006801,3400
42,2,6.8,740.0000000007401,3552
43,1,7.0,670.0000000006702,3350
43,2,6.7,760.00000000076,3572
44,1,7.0,660.0000000006601,3300
44,2,6.6,780.0000000007801,3588
45,1,6.5,750.0000000007501,3375
45,2,6.5,750.0000000007501,3375
46,1,6.5,740.0000000007402,3330
46,2,6.4,770.00000000077,3388
47,1,6.4,750.00000000075,3300
47,2,6.3,780.0000000007802,3354
48,1,6.3,760.0000000007602,3268
48,2,6.2,790.00000000079,3318
49,1,6.2,770.00000000077,3234
49,2,6.1,800.0000000008002,3280
50,1,6.0,800.0000000008001,3200
50,2,6.0,800.0000000008001,3200
51,1,6.1,780.0000000007802,3198
51,2,6.0,810.00000000081,3240
52,1,6.1,770.0000000007702,3157
52,2,5.9,830.0000000008299,3237
53,1,6.0,790.0000000007901,3160
53,2,5.9,820.00000000082,3198
54,1,6.0,780.0000000007801,3120
54,2,5.8,840.0000000008401,3192
55,1,6.0,770.0000000007701,3080
55,2,5.7,860.00000000086,3182
56,1,6.0,860.00000000086,3440
56,2,6.6,680.0000000006801,3128
57,1,6.1,780.0000000007802,3198
57,2,6.0,810.00000000081,3240
58,1,6.2,750.0000000007501,3150
58,2,5.9,840.00000000084,3276
59,1,6.1,770.0000000007702,3157
59,2,5.9,830.0000000008299,3237
60,1,6.0,810.00000000081,3240
60,2,6.1,780.0000000007802,3198
61,1,6.1,780.0000000007802,3198
61,2,6.0,810.00000000081,3240
62,1,6.1,770.0000000007702,3157
62,2,5.9,830.0000000008299,3237
63,1,6.0,780.0000000007801,3120
63,2,5.8,840.0000000008401,3192
64,1,6.1,780.0000000007802,3198
64,2,6.0,810.00000000081,3240
65,1,6.1,770.0000000007702,3157
65,2,5.9,830.0000000008299,3237
66,1,6.2,760.0000000007601,3192
