Round,Price 1,Quantity 1,Profit 1,Price 2,Quantity 2,Profit 2
1,10.0,400.00000000040006,3200,10.0,400.00000000040006,3200
2,10.0,300.0000000003,2400,9.0,600.0000000006,4200
3,10.0,300.0000000003,2400,9.0,600.0000000006,4200
4,9.0,400.00000000040006,2800,8.0,700.0000000007001,4200
5,8.0,600.0000000006,3600,8.0,600.0000000006,3600
6,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
7,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
8,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
9,7.0,800.0000000008001,4000,8.0,500.00000000050005,3000
10,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
11,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
12,8.0,500.00000000050005,3000,7.0,800.0000000008001,4000
13,7.0,800.0000000008001,4000,8.0,500.00000000050005,3000
14,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
15,7.0,800.0000000008001,4000,8.0,500.00000000050005,3000
16,7.0,900.0000000009001,4500,9.0,300.0000000003,2100
17,7.0,800.0000000008001,4000,8.0,500.00000000050005,3000
18,7.0,900.0000000009001,4500,9.0,300.0000000003,2100
19,8.0,600.0000000006,3600,8.0,600.0000000006,3600
20,7.0,800.0000000008001,4000,8.0,500.00000000050005,3000
21,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
22,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
23,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
24,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
25,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
26,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
27,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
28,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
29,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
30,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
31,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
32,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
33,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
34,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
35,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
36,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
37,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
38,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
39,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
40,7.0,700.0000000007001,3500,7.0,700.0000000007001,3500
41,7.0,690.0000000006901,3450,6.9,720.00000000072,3528
42,7.0,680.0000000006801,3400,6.8,740.0000000007401,3552
43,7.0,670.0000000006702,3350,6.7,760.00000000076,3572
44,7.0,660.0000000006601,3300,6.6,780.0000000007801,3588
45,6.5,750.0000000007501,3375,6.5,750.0000000007501,3375
46,6.5,740.0000000007402,3330,6.4,770.00000000077,3388
47,6.4,750.00000000075,3300,6.3,780.0000000007802,3354
48,6.3,760.0000000007602,3268,6.2,790.00000000079,3318
49,6.2,770.00000000077,3234,6.1,800.0000000008002,3280
50,6.0,800.0000000008001,3200,6.0,800.0000000008001,3200
51,6.1,780.0000000007802,3198,6.0,810.00000000081,3240
52,6.1,770.0000000007702,3157,5.9,830.0000000008299,3237
53,6.0,790.0000000007901,3160,5.9,820.00000000082,3198
54,6.0,780.0000000007801,3120,5.8,840.0000000008401,3192
55,6.0,770.0000000007701,3080,5.7,860.00000000086,3182
56,6.0,860.00000000086,3440,6.6,680.0000000006801,3128
57,6.1,780.0000000007802,3198,6.0,810.00000000081,3240
58,6.2,750.0000000007501,3150,5.9,840.00000000084,3276
59,6.1,770.0000000007702,3157,5.9,830.0000000008299,3237
60,6.0,810.00000000081,3240,6.1,780.0000000007802,3198
61,6.1,780.0000000007802,3198,6.0,810.00000000081,3240
62,6.1,770.0000000007702,3157,5.9,830.0000000008299,3237
63,6.0,780.0000000007801,3120,5.8,840.0000000008401,3192
64,6.1,780.0000000007802,3198,6.0,810.00000000081,3240
65,6.1,770.0000000007702,3157,5.9,830.0000000008299,3237
66,6.2,760.0000000007601,3192,6.0,820.0000000008201,3280
67,6.1,760.0000000007602,3116,5.8,850.00000000085,3230
68,6.1,760.0000000007602,3116,5.8,850.00000000085,3230
69,6.2,740.0000000007401,3108,5.8,860.00000000086,3268
70,6.1,780.0000000007802,3198,6.0,810.00000000081,3240
71,6.1,780.0000000007802,3198,6.0,810.00000000081,3240
72,6.1,760.0000000007602,3116,5.8,850.00000000085,3230
73,6.1,770.0000000007702,3157,5.9,830.0000000008299,3237
74,6.1,770.0000000007702,3157,5.9,830.0000000008299,3237
75,6.1,770.0000000007702,3157,5.9,830.0000000008299,3237
76,6.1,780.0000000007802,3198,6.0,810.00000000081,3240
77,6.1,770.0000000007702,3157,5.9,830.0000000008299,3237
78,6.1,760.0000000007602,3116,5.8,850.00000000085,3230
79,6.1,770.0000000007702,3157,5.9,830.0000000008299,3237
