Round,FirmID,Price,Quantity,Profit
1,1,7.0,800.0000000008001,4000
1,2,8.0,500.00000000050005,3000
2,1,7.0,800.0000000008001,4000
2,2,8.0,500.00000000050005,3000
3,1,7.0,800.0000000008001,4000
3,2,8.0,500.00000000050005,3000
4,1,7.0,800.0000000008001,4000
4,2,8.0,500.00000000050005,3000
5,1,7.0,800.0000000008001,4000
5,2,8.0,500.00000000050005,3000
6,1,7.0,800.0000000008001,4000
6,2,8.0,500.00000000050005,3000
7,1,7.0,800.0000000008001,4000
7,2,8.0,500.00000000050005,3000
8,1,7.0,800.0000000008001,4000
8,2,8.0,500.00000000050005,3000
9,1,7.0,800.0000000008001,4000
9,2,8.0,500.00000000050005,3000
